doy.july1st,hour,temp,RH,total.radiation.umol.m2.s,co2.ppm,wind.m.s,swp,year
1,0,0.076571711,0.92,0,400,2.111111111,-0.01,2015
1,1,-0.427925423,0.93,0,400,1.407407407,-0.01,2015
1,2,-0.6,0.94,0,400,0.703703704,-0.01,2015
1,3,-0.427925423,0.95,0,400,0.1,-0.01,2015
1,4,0.076571711,0.96,0,400,0.5,-0.01,2015
1,5,0.879110755,0.97,0,400,1,-0.01,2015
1,6,1.925,0.98,0,400,1.5,-0.01,2015
1,7,3.142963822,0.956666667,253.42749,400,1.166666667,-0.01,2015
1,8,4.45,0.933333333,713.4133357,400,0.833333333,-0.01,2015
1,9,5.757036178,0.91,1086.865598,400,0.5,-0.01,2015
1,10,6.975,0.84,1349.92927,400,2.231481481,-0.01,2015
1,11,8.020889245,0.77,1485.800633,400,3.962962963,-0.01,2015
1,12,8.823428289,0.7,1485.800633,400,5.694444444,-0.01,2015
1,13,9.327925423,0.693333333,1349.92927,400,5.333333333,-0.01,2015
1,14,9.5,0.686666667,1086.865598,400,4.972222222,-0.01,2015
1,15,9.327925423,0.68,713.4133357,400,4.611111111,-0.01,2015
1,16,8.823428289,0.73,253.42749,400,3.574074074,-0.01,2015
1,17,8.020889245,0.78,0,400,2.537037037,-0.01,2015
1,18,6.975,0.83,0,400,1.5,-0.01,2015
1,19,5.757036178,0.84,0,400,1,-0.01,2015
1,20,4.45,0.85,0,400,0.5,-0.01,2015
1,21,3.142963822,0.93,0,400,0.1,-0.01,2015
1,22,1.925,0.93,0,400,0.1,-0.01,2015
1,23,0.879110755,0.93,0,400,0.1,-0.01,2015
2,0,3.336379332,0.97,0,400,1.5,-0.01,2015
2,1,2.861852325,0.96,0,400,1,-0.01,2015
2,2,2.7,0.95,0,400,0.5,-0.01,2015
2,3,2.861852325,0.94,0,400,0.1,-0.01,2015
2,4,3.336379332,0.936666667,0,400,0.166666667,-0.01,2015
2,5,4.091242789,0.933333333,0,400,0.333333333,-0.01,2015
2,6,5.075,0.93,0,400,0.5,-0.01,2015
2,7,6.220609536,0.896666667,136.6983326,400,1.037037037,-0.01,2015
2,8,7.45,0.863333333,384.8549639,400,1.574074074,-0.01,2015
2,9,8.679390464,0.83,586.3618564,400,2.111111111,-0.01,2015
2,10,9.825,0.863333333,728.3216032,400,2.944444444,-0.01,2015
2,11,10.80875721,0.896666667,801.6481003,400,3.777777778,-0.01,2015
2,12,11.56362067,0.93,801.6481003,400,4.611111111,-0.01,2015
2,13,12.03814767,0.876666667,728.3216032,400,6.509259259,-0.01,2015
2,14,12.2,0.823333333,586.3618564,400,8.407407407,-0.01,2015
2,15,12.03814767,0.77,384.8549639,400,10.30555556,-0.01,2015
2,16,11.56362067,0.733333333,136.6983326,400,8.407407407,-0.01,2015
2,17,10.80875721,0.696666667,0,400,6.509259259,-0.01,2015
2,18,9.825,0.66,0,400,4.611111111,-0.01,2015
2,19,8.679390464,0.68,0,400,4.111111111,-0.01,2015
2,20,7.45,0.7,0,400,3.611111111,-0.01,2015
2,21,6.220609536,0.93,0,400,0.1,-0.01,2015
2,22,5.075,0.93,0,400,0.1,-0.01,2015
2,23,4.091242789,0.93,0,400,0.1,-0.01,2015
3,0,-2.635382907,0.95,0,400,3.111111111,-0.01,2015
3,1,-3.354665949,0.956666667,0,400,2.777777778,-0.01,2015
3,2,-3.6,0.963333333,0,400,2.444444444,-0.01,2015
3,3,-3.354665949,0.97,0,400,2.111111111,-0.01,2015
3,4,-2.635382907,0.976666667,0,400,1.907407407,-0.01,2015
3,5,-1.491168825,0.983333333,0,400,1.703703704,-0.01,2015
3,6,-2.66E-15,0.99,0,400,1.5,-0.01,2015
3,7,1.736502875,0.99,299.0736508,400,1.703703704,-0.01,2015
3,8,3.6,0.99,842.0974138,400,1.907407407,-0.01,2015
3,9,5.463497125,0.99,1283.121647,400,2.111111111,-0.01,2015
3,10,7.2,0.956666667,1593.857576,400,1.740740741,-0.01,2015
3,11,8.691168825,0.923333333,1754.373558,400,1.37037037,-0.01,2015
3,12,9.835382907,0.89,1754.373558,400,1,-0.01,2015
3,13,10.55466595,0.873333333,1593.857576,400,1,-0.01,2015
3,14,10.8,0.856666667,1283.121647,400,1,-0.01,2015
3,15,10.55466595,0.84,842.0974138,400,1,-0.01,2015
3,16,9.835382907,0.863333333,299.0736508,400,1.166666667,-0.01,2015
3,17,8.691168825,0.886666667,0,400,1.333333333,-0.01,2015
3,18,7.2,0.91,0,400,1.5,-0.01,2015
3,19,5.463497125,0.91,0,400,1.87037037,-0.01,2015
3,20,3.6,0.91,0,400,2.240740741,-0.01,2015
3,21,1.736502875,0.91,0,400,2.111111111,-0.01,2015
3,22,2.22E-15,0.91,0,400,2.111111111,-0.01,2015
3,23,-1.491168825,0.91,0,400,2.111111111,-0.01,2015
4,0,0.050257739,0.92,0,400,0.1,-0.01,2015
4,1,-0.509184627,0.92,0,400,0.333333333,-0.01,2015
4,2,-0.7,0.92,0,400,0.666666667,-0.01,2015
4,3,-0.509184627,0.92,0,400,1,-0.01,2015
4,4,0.050257739,0.94,0,400,0.666666667,-0.01,2015
4,5,0.940202025,0.96,0,400,0.333333333,-0.01,2015
4,6,2.1,0.98,0,400,0.1,-0.01,2015
4,7,3.450613347,0.966666667,257.9597034,400,0.1,-0.01,2015
4,8,4.9,0.953333333,726.424134,400,0.1,-0.01,2015
4,9,6.349386653,0.94,1106.969115,400,0.1,-0.01,2015
4,10,7.7,0.863333333,1375.128422,400,0.87037037,-0.01,2015
4,11,8.859797975,0.786666667,1513.661398,400,1.740740741,-0.01,2015
4,12,9.749742261,0.71,1513.661398,400,2.611111111,-0.01,2015
4,13,10.30918463,0.643333333,1375.128422,400,2.944444444,-0.01,2015
4,14,10.5,0.576666667,1106.969115,400,3.277777778,-0.01,2015
4,15,10.30918463,0.51,726.424134,400,3.611111111,-0.01,2015
4,16,9.749742261,0.603333333,257.9597034,400,3.111111111,-0.01,2015
4,17,8.859797975,0.696666667,0,400,2.611111111,-0.01,2015
4,18,7.7,0.79,0,400,2.111111111,-0.01,2015
4,19,6.349386653,0.83,0,400,1.407407407,-0.01,2015
4,20,4.9,0.87,0,400,0.703703704,-0.01,2015
4,21,3.450613347,0.73,0,400,4.111111111,-0.01,2015
4,22,2.1,0.73,0,400,4.111111111,-0.01,2015
4,23,0.940202025,0.73,0,400,4.111111111,-0.01,2015
5,0,-1.209068935,0.79,0,400,0.1,-0.01,2015
5,1,-1.873406745,0.78,0,400,0.5,-0.01,2015
5,2,-2.1,0.77,0,400,1,-0.01,2015
5,3,-1.873406745,0.76,0,400,1.5,-0.01,2015
5,4,-1.209068935,0.806666667,0,400,1.5,-0.01,2015
5,5,-0.152260095,0.853333333,0,400,1.5,-0.01,2015
5,6,1.225,0.9,0,400,1.5,-0.01,2015
5,7,2.82885335,0.91,280.6083765,400,1.166666667,-0.01,2015
5,8,4.55,0.92,790.3093538,400,0.833333333,-0.01,2015
5,9,6.27114665,0.93,1204.439377,400,0.5,-0.01,2015
5,10,7.875,0.916666667,1496.306761,400,0.833333333,-0.01,2015
5,11,9.252260095,0.903333333,1647.099946,400,1.166666667,-0.01,2015
5,12,10.30906894,0.89,1647.099946,400,1.5,-0.01,2015
5,13,10.97340674,0.903333333,1496.306761,400,1.703703704,-0.01,2015
5,14,11.2,0.916666667,1204.439377,400,1.907407407,-0.01,2015
5,15,10.97340674,0.93,790.3093538,400,2.111111111,-0.01,2015
5,16,10.30906894,0.94,280.6083765,400,2.277777778,-0.01,2015
5,17,9.252260095,0.95,0,400,2.444444444,-0.01,2015
5,18,7.875,0.96,0,400,2.611111111,-0.01,2015
5,19,6.27114665,0.96,0,400,1.740740741,-0.01,2015
5,20,4.55,0.96,0,400,0.87037037,-0.01,2015
5,21,2.82885335,0.96,0,400,5.694444444,-0.01,2015
5,22,1.225,0.96,0,400,5.694444444,-0.01,2015
5,23,-0.152260095,0.96,0,400,5.694444444,-0.01,2015
6,0,3.222981872,0.89,0,400,1.5,-0.01,2015
6,1,2.758444908,0.89,0,400,1.703703704,-0.01,2015
6,2,2.6,0.89,0,400,1.907407407,-0.01,2015
6,3,2.758444908,0.89,0,400,2.111111111,-0.01,2015
6,4,3.222981872,0.923333333,0,400,1.740740741,-0.01,2015
6,5,3.961953467,0.956666667,0,400,1.37037037,-0.01,2015
6,6,4.925,0.99,0,400,1,-0.01,2015
6,7,6.04649144,0.966666667,222.2969641,400,0.666666667,-0.01,2015
6,8,7.25,0.943333333,626.1695903,400,0.333333333,-0.01,2015
6,9,8.45350856,0.92,954.3885067,400,0.1,-0.01,2015
6,10,9.575,0.79,1185.743305,400,0.5,-0.01,2015
6,11,10.53804653,0.66,1305.283203,400,1,-0.01,2015
6,12,11.27701813,0.53,1305.283203,400,1.5,-0.01,2015
6,13,11.74155509,0.536666667,1185.743305,400,2.203703704,-0.01,2015
6,14,11.9,0.543333333,954.3885067,400,2.907407407,-0.01,2015
6,15,11.74155509,0.55,626.1695903,400,3.611111111,-0.01,2015
6,16,11.27701813,0.61,222.2969641,400,3.444444444,-0.01,2015
6,17,10.53804653,0.67,0,400,3.277777778,-0.01,2015
6,18,9.575,0.73,0,400,3.111111111,-0.01,2015
6,19,8.45350856,0.78,0,400,2.240740741,-0.01,2015
6,20,7.25,0.83,0,400,1.37037037,-0.01,2015
6,21,6.04649144,0.79,0,400,3.611111111,-0.01,2015
6,22,4.925,0.79,0,400,3.611111111,-0.01,2015
6,23,3.961953467,0.79,0,400,3.611111111,-0.01,2015
7,0,3.936860279,0.93,0,400,1.5,-0.01,2015
7,1,3.387407955,0.926666667,0,400,1.166666667,-0.01,2015
7,2,3.2,0.923333333,0,400,0.833333333,-0.01,2015
7,3,3.387407955,0.92,0,400,0.5,-0.01,2015
7,4,3.936860279,0.93,0,400,0.5,-0.01,2015
7,5,4.810912703,0.94,0,400,0.5,-0.01,2015
7,6,5.95,0.95,0,400,0.5,-0.01,2015
7,7,7.276495252,0.91,288.074228,400,1.37037037,-0.01,2015
7,8,8.7,0.87,811.574929,400,2.240740741,-0.01,2015
7,9,10.12350475,0.83,1237.114949,400,3.111111111,-0.01,2015
7,10,11.45,0.763333333,1537.117821,400,2.407407407,-0.01,2015
7,11,12.5890873,0.696666667,1692.142319,400,1.703703704,-0.01,2015
7,12,13.46313972,0.63,1692.142319,400,1,-0.01,2015
7,13,14.01259204,0.606666667,1537.117821,400,1.37037037,-0.01,2015
7,14,14.2,0.583333333,1237.114949,400,1.740740741,-0.01,2015
7,15,14.01259204,0.56,811.574929,400,2.111111111,-0.01,2015
7,16,13.46313972,0.616666667,288.074228,400,1.907407407,-0.01,2015
7,17,12.5890873,0.673333333,0,400,1.703703704,-0.01,2015
7,18,11.45,0.73,0,400,1.5,-0.01,2015
7,19,10.12350475,0.783333333,0,400,1,-0.01,2015
7,20,8.7,0.836666667,0,400,0.5,-0.01,2015
7,21,7.276495252,0.89,0,400,0.1,-0.01,2015
7,22,5.95,0.89,0,400,0.1,-0.01,2015
7,23,4.810912703,0.89,0,400,0.1,-0.01,2015
8,0,1.351219633,0.89,0,400,3.111111111,-0.01,2015
8,1,0.641926633,0.906666667,0,400,2.944444444,-0.01,2015
8,2,0.4,0.923333333,0,400,2.777777778,-0.01,2015
8,3,0.641926633,0.94,0,400,2.611111111,-0.01,2015
8,4,1.351219633,0.96,0,400,1.740740741,-0.01,2015
8,5,2.479541854,0.98,0,400,0.87037037,-0.01,2015
8,6,3.95,0.99,0,400,0.1,-0.01,2015
8,7,5.66238478,0.93,296.0409409,400,0.87037037,-0.01,2015
8,8,7.5,0.86,834.1527022,400,1.740740741,-0.01,2015
8,9,9.33761522,0.79,1271.680389,400,2.611111111,-0.01,2015
8,10,11.05,0.716666667,1580.187121,400,3.277777778,-0.01,2015
8,11,12.52045815,0.643333333,1739.621669,400,3.944444444,-0.01,2015
8,12,13.64878037,0.57,1739.621669,400,4.611111111,-0.01,2015
8,13,14.35807337,0.543333333,1580.187121,400,4.277777778,-0.01,2015
8,14,14.6,0.516666667,1271.680389,400,3.944444444,-0.01,2015
8,15,14.35807337,0.49,834.1527022,400,3.611111111,-0.01,2015
8,16,13.64878037,0.56,296.0409409,400,3.111111111,-0.01,2015
8,17,12.52045815,0.63,0,400,2.611111111,-0.01,2015
8,18,11.05,0.7,0,400,2.111111111,-0.01,2015
8,19,9.33761522,0.73,0,400,2.277777778,-0.01,2015
8,20,7.5,0.76,0,400,2.444444444,-0.01,2015
8,21,5.66238478,0.94,0,400,2.611111111,-0.01,2015
8,22,3.95,0.94,0,400,2.611111111,-0.01,2015
8,23,2.479541854,0.94,0,400,2.611111111,-0.01,2015
9,0,2.537341226,0.79,0,400,4.111111111,-0.01,2015
9,1,1.912963586,0.793333333,0,400,3.444444444,-0.01,2015
9,2,1.7,0.796666667,0,400,2.777777778,-0.01,2015
9,3,1.912963586,0.8,0,400,2.111111111,-0.01,2015
9,4,2.537341226,0.816666667,0,400,2.611111111,-0.01,2015
9,5,3.530582618,0.833333333,0,400,3.111111111,-0.01,2015
9,6,4.825,0.85,0,400,3.611111111,-0.01,2015
9,7,6.332380968,0.81,272.3941234,400,3.611111111,-0.01,2015
9,8,7.95,0.77,767.6528225,400,3.611111111,-0.01,2015
9,9,9.567619032,0.73,1170.444961,400,3.611111111,-0.01,2015
9,10,11.075,0.693333333,1454.510244,400,3.777777778,-0.01,2015
9,11,12.36941738,0.656666667,1601.328853,400,3.944444444,-0.01,2015
9,12,13.36265877,0.62,1601.328853,400,4.111111111,-0.01,2015
9,13,13.98703641,0.59,1454.510244,400,3.944444444,-0.01,2015
9,14,14.2,0.56,1170.444961,400,3.777777778,-0.01,2015
9,15,13.98703641,0.53,767.6528225,400,3.611111111,-0.01,2015
9,16,13.36265877,0.58,272.3941234,400,3.444444444,-0.01,2015
9,17,12.36941738,0.63,0,400,3.277777778,-0.01,2015
9,18,11.075,0.68,0,400,3.111111111,-0.01,2015
9,19,9.567619032,0.69,0,400,3.972222222,-0.01,2015
9,20,7.95,0.7,0,400,4.833333333,-0.01,2015
9,21,6.332380968,0.89,0,400,2.111111111,-0.01,2015
9,22,4.825,0.89,0,400,2.111111111,-0.01,2015
9,23,3.530582618,0.89,0,400,2.111111111,-0.01,2015
10,0,6.855994574,0.7,0,400,3.611111111,-0.01,2015
10,1,6.441407821,0.693333333,0,400,3.944444444,-0.01,2015
10,2,6.3,0.686666667,0,400,4.277777778,-0.01,2015
10,3,6.441407821,0.68,0,400,4.611111111,-0.01,2015
10,4,6.855994574,0.763333333,0,400,3.574074074,-0.01,2015
10,5,7.515506858,0.846666667,0,400,2.537037037,-0.01,2015
10,6,8.375,0.93,0,400,1.5,-0.01,2015
10,7,9.375900963,0.93,260.2708037,400,1.5,-0.01,2015
10,8,10.45,0.93,733.6174142,400,1.5,-0.01,2015
10,9,11.52409904,0.93,1118.696389,400,1.5,-0.01,2015
10,10,12.525,0.853333333,1390.32091,400,2.537037037,-0.01,2015
10,11,13.38449314,0.776666667,1530.724863,400,3.574074074,-0.01,2015
10,12,14.04400543,0.7,1530.724863,400,4.611111111,-0.01,2015
10,13,14.45859218,0.69,1390.32091,400,4.277777778,-0.01,2015
10,14,14.6,0.68,1118.696389,400,3.944444444,-0.01,2015
10,15,14.45859218,0.67,733.6174142,400,3.611111111,-0.01,2015
10,16,14.04400543,0.726666667,260.2708037,400,3.277777778,-0.01,2015
10,17,13.38449314,0.783333333,0,400,2.944444444,-0.01,2015
10,18,12.525,0.84,0,400,2.611111111,-0.01,2015
10,19,11.52409904,0.88,0,400,2.611111111,-0.01,2015
10,20,10.45,0.92,0,400,2.611111111,-0.01,2015
10,21,9.375900963,0.87,0,400,4.611111111,-0.01,2015
10,22,8.375,0.87,0,400,4.611111111,-0.01,2015
10,23,7.515506858,0.87,0,400,4.611111111,-0.01,2015
11,0,7.988526329,0.89,0,400,4.111111111,-0.01,2015
11,1,7.698815104,0.9,0,400,4.277777778,-0.01,2015
11,2,7.6,0.91,0,400,4.444444444,-0.01,2015
11,3,7.698815104,0.92,0,400,4.611111111,-0.01,2015
11,4,7.988526329,0.92,0,400,4.277777778,-0.01,2015
11,5,8.449390335,0.92,0,400,3.944444444,-0.01,2015
11,6,9.05,0.92,0,400,3.611111111,-0.01,2015
11,7,9.749424769,0.916666667,91.28412953,400,3.944444444,-0.01,2015
11,8,10.5,0.913333333,257.3476542,400,4.277777778,-0.01,2015
11,9,11.25057523,0.91,392.484019,400,4.611111111,-0.01,2015
11,10,11.95,0.893333333,487.8244851,400,4.777777778,-0.01,2015
11,11,12.55060967,0.876666667,537.1120417,400,4.944444444,-0.01,2015
11,12,13.01147367,0.86,537.1120417,400,5.111111111,-0.01,2015
11,13,13.3011849,0.853333333,487.8244851,400,4.944444444,-0.01,2015
11,14,13.4,0.846666667,392.484019,400,4.777777778,-0.01,2015
11,15,13.3011849,0.84,257.3476542,400,4.611111111,-0.01,2015
11,16,13.01147367,0.866666667,91.28412953,400,3.944444444,-0.01,2015
11,17,12.55060967,0.893333333,0,400,3.277777778,-0.01,2015
11,18,11.95,0.92,0,400,2.611111111,-0.01,2015
11,19,11.25057523,0.923333333,0,400,2.611111111,-0.01,2015
11,20,10.5,0.926666667,0,400,2.611111111,-0.01,2015
11,21,9.749424769,0.83,0,400,0.1,-0.01,2015
11,22,9.05,0.83,0,400,0.1,-0.01,2015
11,23,8.449390335,0.83,0,400,0.1,-0.01,2015
12,0,5.408141571,0.95,0,400,5.694444444,-0.01,2015
12,1,5.1783706,0.93,0,400,5.333333333,-0.01,2015
12,2,5.1,0.91,0,400,4.972222222,-0.01,2015
12,3,5.1783706,0.89,0,400,4.611111111,-0.01,2015
12,4,5.408141571,0.91,0,400,3.944444444,-0.01,2015
12,5,5.773654403,0.93,0,400,3.277777778,-0.01,2015
12,6,6.25,0.95,0,400,2.611111111,-0.01,2015
12,7,6.804716196,0.946666667,230.4325607,400,3.111111111,-0.01,2015
12,8,7.4,0.943333333,649.7603371,400,3.611111111,-0.01,2015
12,9,7.995283804,0.94,991.0984461,400,4.111111111,-0.01,2015
12,10,8.55,0.893333333,1231.966677,400,3.777777778,-0.01,2015
12,11,9.026345597,0.846666667,1356.501672,400,3.444444444,-0.01,2015
12,12,9.391858429,0.8,1356.501672,400,3.111111111,-0.01,2015
12,13,9.6216294,0.776666667,1231.966677,400,3.111111111,-0.01,2015
12,14,9.7,0.753333333,991.0984461,400,3.111111111,-0.01,2015
12,15,9.6216294,0.73,649.7603371,400,3.111111111,-0.01,2015
12,16,9.391858429,0.753333333,230.4325607,400,4.138888889,-0.01,2015
12,17,9.026345597,0.776666667,0,400,5.166666667,-0.01,2015
12,18,8.55,0.8,0,400,6.194444444,-0.01,2015
12,19,7.995283804,0.823333333,0,400,5.833333333,-0.01,2015
12,20,7.4,0.846666667,0,400,5.472222222,-0.01,2015
12,21,6.804716196,0.59,0,400,13.88888889,-0.01,2015
12,22,6.25,0.59,0,400,13.88888889,-0.01,2015
12,23,5.773654403,0.59,0,400,13.88888889,-0.01,2015
13,0,6.24163522,0.96,0,400,4.611111111,-0.01,2015
13,1,5.986889143,0.93,0,400,5.638888889,-0.01,2015
13,2,5.9,0.9,0,400,6.666666667,-0.01,2015
13,3,5.986889143,0.87,0,400,7.694444444,-0.01,2015
13,4,6.24163522,0.86,0,400,8.027777778,-0.01,2015
13,5,6.646877708,0.85,0,400,8.361111111,-0.01,2015
13,6,7.175,0.84,0,400,8.694444444,-0.01,2015
13,7,7.790011435,0.836666667,124.8183174,400,9.231481481,-0.01,2015
13,8,8.45,0.833333333,352.0267891,400,9.768518519,-0.01,2015
13,9,9.109988565,0.83,537.0364852,400,10.30555556,-0.01,2015
13,10,9.725,0.803333333,667.6183086,400,9.972222222,-0.01,2015
13,11,10.25312229,0.776666667,735.1408318,400,9.638888889,-0.01,2015
13,12,10.65836478,0.75,735.1408318,400,9.305555556,-0.01,2015
13,13,10.91311086,0.74,667.6183086,400,9.305555556,-0.01,2015
13,14,11,0.73,537.0364852,400,9.305555556,-0.01,2015
13,15,10.91311086,0.72,352.0267891,400,9.305555556,-0.01,2015
13,16,10.65836478,0.71,124.8183174,400,7.740740741,-0.01,2015
13,17,10.25312229,0.7,0,400,6.175925926,-0.01,2015
13,18,9.725,0.69,0,400,4.611111111,-0.01,2015
13,19,9.109988565,0.75,0,400,4.777777778,-0.01,2015
13,20,8.45,0.81,0,400,4.944444444,-0.01,2015
13,21,7.790011435,0.78,0,400,4.111111111,-0.01,2015
13,22,7.175,0.78,0,400,4.111111111,-0.01,2015
13,23,6.646877708,0.78,0,400,4.111111111,-0.01,2015
14,0,4.308141571,0.95,0,400,5.111111111,-0.01,2015
14,1,4.0783706,0.92,0,400,5.805555556,-0.01,2015
14,2,4,0.89,0,400,6.5,-0.01,2015
14,3,4.0783706,0.86,0,400,7.194444444,-0.01,2015
14,4,4.308141571,0.866666667,0,400,6.166666667,-0.01,2015
14,5,4.673654403,0.873333333,0,400,5.138888889,-0.01,2015
14,6,5.15,0.88,0,400,4.111111111,-0.01,2015
14,7,5.704716196,0.863333333,206.476034,400,4.277777778,-0.01,2015
14,8,6.3,0.846666667,582.4500203,400,4.444444444,-0.01,2015
14,9,6.895283804,0.83,888.6972565,400,4.611111111,-0.01,2015
14,10,7.45,0.783333333,1104.898233,400,4.972222222,-0.01,2015
14,11,7.926345597,0.736666667,1216.708012,400,5.333333333,-0.01,2015
14,12,8.291858429,0.69,1216.708012,400,5.694444444,-0.01,2015
14,13,8.5216294,0.67,1104.898233,400,5.333333333,-0.01,2015
14,14,8.6,0.65,888.6972565,400,4.972222222,-0.01,2015
14,15,8.5216294,0.63,582.4500203,400,4.611111111,-0.01,2015
14,16,8.291858429,0.65,206.476034,400,3.944444444,-0.01,2015
14,17,7.926345597,0.67,0,400,3.277777778,-0.01,2015
14,18,7.45,0.69,0,400,2.611111111,-0.01,2015
14,19,6.895283804,0.72,0,400,2.944444444,-0.01,2015
14,20,6.3,0.75,0,400,3.277777778,-0.01,2015
14,21,5.704716196,0.94,0,400,1.5,-0.01,2015
14,22,5.15,0.94,0,400,1.5,-0.01,2015
14,23,4.673654403,0.94,0,400,1.5,-0.01,2015
15,0,5.014359354,0.86,0,400,3.611111111,-0.01,2015
15,1,4.854518678,0.876666667,0,400,3.111111111,-0.01,2015
15,2,4.8,0.893333333,0,400,2.611111111,-0.01,2015
15,3,4.854518678,0.91,0,400,2.111111111,-0.01,2015
15,4,5.014359354,0.93,0,400,2.611111111,-0.01,2015
15,5,5.26862915,0.95,0,400,3.111111111,-0.01,2015
15,6,5.6,0.97,0,400,3.611111111,-0.01,2015
15,7,5.985889528,0.963333333,90.23463824,400,3.611111111,-0.01,2015
15,8,6.4,0.956666667,254.599454,400,3.611111111,-0.01,2015
15,9,6.814110472,0.95,388.5280052,400,3.611111111,-0.01,2015
15,10,7.2,0.946666667,483.0993513,400,3.444444444,-0.01,2015
15,11,7.53137085,0.943333333,532.0141235,400,3.277777778,-0.01,2015
15,12,7.785640646,0.94,532.0141235,400,3.111111111,-0.01,2015
15,13,7.945481322,0.916666667,483.0993513,400,2.777777778,-0.01,2015
15,14,8,0.893333333,388.5280052,400,2.444444444,-0.01,2015
15,15,7.945481322,0.87,254.599454,400,2.111111111,-0.01,2015
15,16,7.785640646,0.896666667,90.23463824,400,2.111111111,-0.01,2015
15,17,7.53137085,0.923333333,0,400,2.111111111,-0.01,2015
15,18,7.2,0.95,0,400,2.111111111,-0.01,2015
15,19,6.814110472,0.95,0,400,1.407407407,-0.01,2015
15,20,6.4,0.95,0,400,0.703703704,-0.01,2015
15,21,5.985889528,0.92,0,400,2.111111111,-0.01,2015
15,22,5.6,0.92,0,400,2.111111111,-0.01,2015
15,23,5.26862915,0.92,0,400,2.111111111,-0.01,2015
16,0,4.709103466,0.94,0,400,0.1,-0.01,2015
16,1,4.32948186,0.916666667,0,400,1.37037037,-0.01,2015
16,2,4.2,0.893333333,0,400,2.740740741,-0.01,2015
16,3,4.32948186,0.87,0,400,4.111111111,-0.01,2015
16,4,4.709103466,0.893333333,0,400,3.444444444,-0.01,2015
16,5,5.312994231,0.916666667,0,400,2.777777778,-0.01,2015
16,6,6.1,0.94,0,400,2.111111111,-0.01,2015
16,7,7.016487629,0.886666667,120.8717225,400,2.611111111,-0.01,2015
16,8,8,0.833333333,341.1203091,400,3.111111111,-0.01,2015
16,9,8.983512371,0.78,520.6485714,400,3.611111111,-0.01,2015
16,10,9.9,0.756666667,647.4498975,400,3.611111111,-0.01,2015
16,11,10.68700577,0.733333333,713.0439833,400,3.611111111,-0.01,2015
16,12,11.29089653,0.71,713.0439833,400,3.611111111,-0.01,2015
16,13,11.67051814,0.696666667,647.4498975,400,3.611111111,-0.01,2015
16,14,11.8,0.683333333,520.6485714,400,3.611111111,-0.01,2015
16,15,11.67051814,0.67,341.1203091,400,3.611111111,-0.01,2015
16,16,11.29089653,0.7,120.8717225,400,3.777777778,-0.01,2015
16,17,10.68700577,0.73,0,400,3.944444444,-0.01,2015
16,18,9.9,0.76,0,400,4.111111111,-0.01,2015
16,19,8.983512371,0.706666667,0,400,4.277777778,-0.01,2015
16,20,8,0.653333333,0,400,4.444444444,-0.01,2015
16,21,7.016487629,0.92,0,400,0.1,-0.01,2015
16,22,6.1,0.92,0,400,0.1,-0.01,2015
16,23,5.312994231,0.92,0,400,0.1,-0.01,2015
17,0,2.629680602,0.76,0,400,2.111111111,-0.01,2015
17,1,2.160148616,0.773333333,0,400,2.777777778,-0.01,2015
17,2,2,0.786666667,0,400,3.444444444,-0.01,2015
17,3,2.160148616,0.8,0,400,4.111111111,-0.01,2015
17,4,2.629680602,0.81,0,400,3.611111111,-0.01,2015
17,5,3.376598128,0.82,0,400,3.111111111,-0.01,2015
17,6,4.35,0.83,0,400,2.611111111,-0.01,2015
17,7,5.483550488,0.803333333,302.6010878,400,2.611111111,-0.01,2015
17,8,6.7,0.776666667,854.1919946,400,2.611111111,-0.01,2015
17,9,7.916449512,0.75,1303.969321,400,2.611111111,-0.01,2015
17,10,9.05,0.66,1621.727463,400,3.638888889,-0.01,2015
17,11,10.02340187,0.57,1786.126801,400,4.666666667,-0.01,2015
17,12,10.7703194,0.48,1786.126801,400,5.694444444,-0.01,2015
17,13,11.23985138,0.503333333,1621.727463,400,6.027777778,-0.01,2015
17,14,11.4,0.526666667,1303.969321,400,6.361111111,-0.01,2015
17,15,11.23985138,0.55,854.1919946,400,6.694444444,-0.01,2015
17,16,10.7703194,0.626666667,302.6010878,400,6,-0.01,2015
17,17,10.02340187,0.703333333,0,400,5.305555556,-0.01,2015
17,18,9.05,0.78,0,400,4.611111111,-0.01,2015
17,19,7.916449512,0.806666667,0,400,4.277777778,-0.01,2015
17,20,6.7,0.833333333,0,400,3.944444444,-0.01,2015
17,21,5.483550488,0.88,0,400,2.611111111,-0.01,2015
17,22,4.35,0.88,0,400,2.611111111,-0.01,2015
17,23,3.376598128,0.88,0,400,2.611111111,-0.01,2015
18,0,1.323943767,0.97,0,400,2.111111111,-0.01,2015
18,1,0.709556168,0.98,0,400,1.740740741,-0.01,2015
18,2,0.5,0.99,0,400,1.37037037,-0.01,2015
18,3,0.709556168,0.99,0,400,1,-0.01,2015
18,4,1.323943767,0.993333333,0,400,0.666666667,-0.01,2015
18,5,2.301293296,0.986666667,0,400,0.333333333,-0.01,2015
18,6,3.575,0.98,0,400,0.1,-0.01,2015
18,7,5.058262873,0.98,290.4217648,400,0.1,-0.01,2015
18,8,6.65,0.98,820.0111277,400,0.1,-0.01,2015
18,9,8.241737127,0.98,1252.013156,400,0.1,-0.01,2015
18,10,9.725,0.903333333,1557.291933,400,0.703703704,-0.01,2015
18,11,10.9987067,0.826666667,1715.258257,400,1.407407407,-0.01,2015
