day(d),hourOfDay,scenario,age(dd),age(days),Ta (degree),rh,cca (ppm),wind (m/s),soil water content,LAI per vine(m2),hourlyabsRad(J/m2),assimilatedCO2(umolco2/m2/s),biomBerry(kg/vine),freshWeightBerry(kg/vine),biomBerry(t/ha),freshWeightBerry(t/ha),berrySugarConcentration(gsugar/gh20),sourceLoading_b,SYNTHESIS_RATE,SYNTHESIS_RATE,KM_ROOTS,KM_BERRY,KM_RESERVES,KM_SECONDARY,HYDROLYSIS_RATE
32,7,1,432.47577389081295,62.66666853427887,28.644747,0.38,400.0,3.4444444,0.32628497,0.29870664700865746,10822.357818608662,0.4494367823140215,0.4159271176365574,2.7387200976684074,2.0796355881827866,13.693600488342037,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,8,1,433.35077389081295,62.75000187009573,31.0,0.35,400.0,3.2777777,0.32248294,0.29870664700865746,17391.595079692685,0.5884769972475551,0.41629263029520625,2.741126857943818,2.081463151476031,13.70563428971909,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,9,1,434.3239095211027,62.83333520591259,33.355255,0.32,400.0,3.1111112,0.31995216,0.29870664700865746,22832.929539113582,0.597294671202084,0.4166416610508382,2.743425091227057,2.083208305254191,13.717125456135285,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,10,1,435.38849282264687,62.91666854172945,35.55,0.27333334,400.0,4.138889,0.31892833,0.29870664700865746,26722.1563469547,0.5100250914130053,0.41686599373494615,2.744902235670106,2.084329968674731,13.724511178350529,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,11,1,436.5316042105355,63.00000187754631,37.434673,0.22666667,400.0,5.1666665,0.319311,0.29870664700865746,28735.976432495565,0.3955451223072141,0.41688680665947464,2.7450392807731556,2.084434033297373,13.725196403865777,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,12,1,437.7349722385404,63.08333521336317,38.880833,0.18,400.0,6.1944447,0.320464,0.29870664700865746,28743.808370059447,0.3157938391247926,0.41688651094262813,2.7450373335914575,2.084432554713141,13.725186667957287,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,13,1,438.976219097773,63.16666854918003,39.789925,0.16333333,400.0,6.361111,0.3213827,0.29870664700865746,26722.189437804573,0.2846340895942594,0.41688620004264065,2.7450352864346175,2.084431000213203,13.725176432173088,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,14,1,440.2303857008614,63.25000188499689,40.1,0.14666666,400.0,6.5277777,0.32176265,0.29870664700865746,22837.99323197576,0.2817130274616126,0.416885884240067,2.745033206996133,2.084429421200335,13.725166034980665,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,15,1,441.471632560094,63.33333522081375,39.789925,0.13,400.0,6.6944447,0.32191163,0.29870664700865746,17396.894842737667,0.29135866867211674,0.41688557418798416,2.7450311654224184,2.084427870939921,13.725155827112093,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,16,1,442.67500058809895,63.41666855663061,38.880833,0.12666667,400.0,6.6944447,0.32201955,0.29870664700865746,10826.883888964727,0.28272412367673266,0.4168852788781464,2.7450292209207174,2.084426394390732,13.725146104603587,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,17,1,443.81811197598756,63.50000189244747,37.434673,0.123333335,400.0,6.6944447,0.32244188,0.29870664700865746,3644.6589198606216,0.11735627815732189,0.41690594881392185,2.745165324497823,2.084529744069609,13.725826622489116,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,18,1,444.88269527753175,63.58333522826433,35.55,0.12,400.0,6.6944447,0.3245835,0.29870664700865746,2.8481522848477968E-6,-0.05628068588689914,0.4170723114667615,2.746260758581136,2.0853615573338073,13.731303792905681,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,19,1,445.8558309078215,63.66666856408119,33.355255,0.14666666,400.0,5.5,0.32608303,0.29870664700865746,0.0,0.0,0.4172250091340929,2.7472662139906414,2.0861250456704643,13.736331069953208,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,20,1,446.7308309078215,63.75000189989805,31.0,0.17333333,400.0,4.3055553,0.32969415,0.29870664700865746,0.0,0.0,0.41736602917057186,2.7481947766923795,2.086830145852859,13.740973883461898,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,21,1,447.50769535700465,63.83333523571491,28.644747,0.2,400.0,3.1111112,0.32969415,0.29870664700865746,0.0,0.0,0.4174941217489387,2.74903821705455,2.0874706087446935,13.745191085272749,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,22,1,448.19311205546046,63.91666857153177,26.45,0.2,400.0,3.1111112,0.32969415,0.29870664700865746,0.0,0.0,0.4176104117084742,2.749803941711183,2.0880520585423707,13.749019708555915,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
32,23,1,448.80000074704475,64.00000190734863,24.565329,0.2,400.0,3.1111112,0.32969415,0.29870664700865746,0.0,0.0,0.417716842971649,2.750504750644089,2.088584214858245,13.752523753220444,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,0,1,449.43572727839137,64.0833352431655,25.257437,0.34,400.0,2.6111112,0.32969415,0.29870664700865746,0.0,0.0,0.4178227229109416,2.7512019293212764,2.089113614554708,13.756009646606381,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,1,1,450.0448137124378,64.16666857898235,24.618074,0.31666666,400.0,3.2777777,0.32969415,0.29870664700865746,0.0,0.0,0.41792354127001,2.7518657794394508,2.08961770635005,13.759328897197255,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,2,1,450.6448136965432,64.25000191479921,24.4,0.29333332,400.0,3.9444444,0.32969415,0.29870664700865746,0.0,0.0,0.41802091936862407,2.7525069767657087,2.0901045968431204,13.762534883828543,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,3,1,451.25390013058967,64.33333525061607,24.618074,0.27,400.0,4.611111,0.32969415,0.29870664700865746,0.0,0.0,0.4181164751103283,2.753136174572622,2.0905823755516417,13.765680872863111,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,4,1,451.8896266619363,64.41666858643293,25.257437,0.29666668,400.0,3.9444444,0.32969415,0.29870664700865746,0.0,0.0,0.41821182325717005,2.753764005447211,2.0910591162858503,13.768820027236055,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
33,5,1,452.5677315394082,64.5000019222498,26.274517,0.32333332,400.0,3.2777777,0.32969415,0.29870664700865746,0.0,0.0,0.4183085556966886,2.754400951356657,2.091542778483443,13.772004756783284,0.08,900.0,3.0E-4,3.0E-4,8.5E-4,3.21E-4,0.00492,0.0049,0.00148
