leafDM,internodeDM,woodDM,rootDM,berryDM,leafNSC,intNSC,trunkNSC,fineRootNSC,berrySugar,KM_BERRY,KM_ROOTS,KM_SECONDARY,HYDROLYSIS_RATE,day,hourOfDay,scenario,structuralRootDM,structuralRootNSC,cordonDM,cordonNSC
0.0,93679.96341227398,114323.57698256636,26836.9907686618,253837.74273150973,0.0,4310.5304831518515,5584.881856112555,2064.9531584088795,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,3,2,241509.53950183414,18584.580632248828,46577.01443044082,2265.0032541939754
0.0,93671.63077621802,114312.33573426657,26832.350721151553,253898.33512045213,0.0,4306.4179970980695,5579.5616460375495,2062.9780337435764,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,4,2,241467.6766532041,18566.80450211645,46572.63331102454,2262.845649409387
0.0,93662.46368047275,114299.96360448546,26827.244172132352,253965.41703810485,0.0,4301.8915929586,5573.705776092411,2060.8041968543653,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,5,2,241421.60413715814,18547.2399662155,46567.81222291429,2260.470807732595
0.0,93652.10147950954,114285.96682989587,26821.46666528019,254041.8493996407,0.0,4296.77047351568,5567.079967499525,2058.344489956518,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,6,2,241369.4772663431,18525.102597156474,46562.35977918041,2257.783720286493
0.0,93640.18314682877,114269.84673773711,26814.811002857725,254130.54028791294,0.0,4290.8719228751215,5559.447251681984,2055.510527865739,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,7,2,241309.4269615694,18499.596928195962,46556.08333270631,2254.688290764275
0.0,93626.3839916721,114251.14830926321,26807.086997232418,254234.16355552644,0.0,4284.028928825464,5550.5908459357925,2052.2210934942227,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,8,2,241239.738147315,18469.992006486216,46548.80809456719,2251.096612917422
0.0,93610.47561538024,114229.54069613636,26798.15441264309,254354.68229802177,0.0,4276.119474669285,5540.352193102986,2048.4161604240176,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,9,2,241159.14722795703,18435.74759129987,46540.40863305783,2246.9443980224196
0.0,93592.39865157622,114204.91693214061,26787.964154482546,254492.7575993758,0.0,4267.1029615211955,5528.67826095298,2044.074457573482,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,10,2,241067.21390136686,18396.672244122186,46530.84754296709,2242.2101565582443
0.0,93572.3215369347,114177.47943764212,26776.594537513392,254647.23706044,0.0,4257.051776146582,5515.662554279716,2039.229005142824,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,11,2,240964.64801070376,18353.063136538425,46520.207801400175,2236.9318270675603
0.0,93550.65212191576,114147.76908956641,26764.265875886264,254814.9801999258,0.0,4246.162780812774,5501.560103059561,2033.9735109338176,9060.478515625,3.21E-4,8.5E-4,0.0049,0.00148,14,12,2,240853.43981879752,18305.763651287118,46508.70191256781,2231.2128470830385
